,Customer ID,Probability of Churn,Churn Class,CLTV,Recency,Frequency,Monetary,Geography
65,12469,0.7354,Medium,2244.948226,330,75,3052.69,Thailand
66,12511,0.7317,Medium,2243.223909,223,194,3065.77,Greece
67,16067,0.7408,Medium,2241.801552,370,82,3026.19,United Kingdom
68,16467,0.7768,Medium,2223.51232,317,25,2862.4,United Kingdom
69,12433,0.2013,Low,2212.792263,174,433,10992.51,Norway
70,12625,0.4775,Low,2209.57395,20,183,4627.38,Germany
71,16736,0.758,Medium,2201.61858,314,147,2904.51,United Kingdom
72,12755,0.3398,Low,2182.84122,58,116,6423.9,Japan
73,17940,0.0783,Low,2179.204884,26,27,27831.48,United Kingdom
74,15497,0.26,Low,2171.4836,121,118,8351.86,United Kingdom
75,13205,0.7514,Medium,2106.32448,251,1,2803.2,United Kingdom
76,16336,0.5975,Low,2101.819775,228,68,3517.69,United Kingdom
77,14299,0.1997,Low,2099.418142,124,242,10512.86,United Kingdom
78,12497,0.4112,Low,2073.84608,208,42,5043.4,Germany
79,12671,0.7887,Medium,2068.349976,414,44,2622.48,Germany
80,13446,0.5709,Low,2062.815843,228,213,3613.27,United Kingdom
81,13659,0.4461,Low,2058.051123,5,284,4613.43,United Kingdom
82,12806,0.7866,Medium,2000.842956,380,63,2543.66,Netherlands
83,15614,0.6418,Medium,1931.086348,236,85,3008.86,United Kingdom
84,15372,0.488,Low,1926.14576,258,33,3947.02,United Kingdom
85,15077,0.7923,Medium,1920.440124,264,34,2423.88,United Kingdom
86,13542,0.4886,Low,1917.056302,185,332,3923.57,United Kingdom
87,18087,0.1437,Low,1910.431146,99,83,13294.58,United Kingdom
88,16335,0.7166,Medium,1897.44931,360,360,2647.85,United Kingdom
89,15480,0.7032,Medium,1889.3226,277,168,2686.75,Malta
90,12415,0.0271,Low,1874.684234,11,486,69176.54,Australia
91,13615,0.3009,Low,1863.392457,121,375,6192.73,United Kingdom
92,16029,0.029,Low,1835.63649,8,248,63297.81,United Kingdom
93,13798,0.0334,Low,1831.042108,4,711,54821.62,United Kingdom
94,14866,0.2792,Low,1829.8768,174,38,6554,United Kingdom
95,13958,0.4265,Low,1827.693245,180,247,4285.33,United Kingdom
96,12967,0.4262,Low,1822.844614,110,81,4276.97,United Kingdom
97,12391,0.7908,Medium,1792.174224,272,184,2266.28,Cyprus
98,17308,0.3944,Low,1779.438144,201,7,4511.76,United Kingdom
99,18051,0.7726,Medium,1758.422148,442,58,2275.98,United Kingdom
100,13214,0.548,Low,1756.65784,226,226,3205.58,United Kingdom
101,17876,0.5091,Low,1743.168582,208,4,3424.02,United Kingdom
102,13031,0.5255,Low,1730.350635,215,429,3292.77,United Kingdom
103,16984,0.2776,Low,1724.54836,207,738,6212.35,United Kingdom
104,12917,0.4588,Low,1713.8474,208,51,3735.5,United Kingdom
105,14938,0.7473,Medium,1710.891039,310,76,2289.43,Channel Islands
106,16532,0.4359,Low,1707.960816,146,3,3918.24,United Kingdom
107,13340,0.1156,Low,1701.136076,85,129,14715.71,United Kingdom
108,17305,0.7926,Medium,1692.565596,456,9,2135.46,United Kingdom
109,14564,0.6697,Medium,1687.188604,235,113,2519.32,Channel Islands
110,16592,0.3647,Low,1685.337052,7,294,4621.16,United Kingdom
111,18026,0.8084,High,1676.678188,309,17,2074.07,United Kingdom
112,15946,0.7165,Medium,1650.94497,310,26,2304.18,United Kingdom
113,15043,0.7043,Medium,1635.24374,271,48,2321.8,United Kingdom
114,14590,0.5662,Low,1633.084998,232,218,2884.29,United Kingdom
115,16858,0.3682,Low,1626.755466,174,154,4418.13,United Kingdom
116,15015,0.7232,Medium,1606.277824,309,304,2221.07,United Kingdom
117,16986,0.5294,Low,1590.18525,253,170,3003.75,United Kingdom
118,12931,0.0376,Low,1576.299536,12,188,41922.86,United Kingdom
119,16290,0.7872,Medium,1556.76672,273,128,1977.6,United Kingdom
120,17039,0.7927,Medium,1549.720573,412,44,1954.99,United Kingdom
121,17553,0.6826,Medium,1549.502,281,4,2270,United Kingdom
122,14388,0.3384,Low,1548.8568,11,308,4577,United Kingdom
123,17508,0.3741,Low,1548.317598,89,229,4138.78,Greece
124,18258,0.7576,Medium,1546.238872,272,53,2040.97,United Kingdom
125,16118,0.3835,Low,1542.793655,201,46,4022.93,United Kingdom
126,18194,0.5597,Low,1524.17504,246,19,2723.2,United Kingdom
127,13478,0.7688,Medium,1522.900544,277,127,1980.88,United Kingdom
128,16197,0.7524,Medium,1517.372604,277,93,2016.71,United Kingdom
129,15786,0.4386,Low,1517.13933,218,199,3459.05,United Kingdom
130,17829,0.3361,Low,1516.019382,106,169,4510.62,United Arab Emirates
131,13371,0.6666,Medium,1514.155236,306,95,2271.46,United Kingdom
132,14175,0.3322,Low,1496.680592,130,226,4505.36,United Kingdom
133,12380,0.3204,Low,1496.088576,189,167,4669.44,Belgium
134,16772,0.5902,Low,1490.28451,225,78,2525.05,United Kingdom
135,15494,0.5984,Low,1484.522688,286,254,2480.82,United Kingdom
136,17377,0.1002,Low,1460.266704,64,1425,14573.52,United Kingdom
137,12687,0.7799,Medium,1449.763909,288,125,1858.91,Sweden
138,16003,0.3556,Low,1443.543976,167,120,4059.46,United Kingdom
139,14440,0.2943,Low,1431.846018,125,114,4865.26,United Kingdom
140,16742,0.5949,Low,1420.448679,301,108,2387.71,United Kingdom
141,15485,0.3272,Low,1416.167408,144,122,4328.14,United Kingdom
142,16200,0.315,Low,1400.5152,190,446,4446.08,United Kingdom
143,16631,0.8079,High,1393.966818,290,76,1725.42,United Kingdom
144,12615,0.4475,Low,1384.426275,222,171,3093.69,France
145,14031,0.0458,Low,1379.676452,4,686,30123.94,United Kingdom
146,13407,0.6592,Medium,1379.303488,386,91,2092.39,United Kingdom
147,17113,0.6887,Medium,1368.522657,313,163,1987.11,United Kingdom
148,16004,0.6472,Medium,1366.232728,283,89,2110.99,United Kingdom
149,16331,0.673,Medium,1349.365,240,33,2005,United Kingdom
150,16732,0.4001,Low,1345.552304,205,202,3363.04,United Kingdom
151,16993,0.7951,Medium,1342.248065,271,29,1688.15,United Kingdom
152,17381,0.0399,Low,1338.441111,12,140,33544.89,United Kingdom
153,13763,0.3775,Low,1318.430075,196,36,3492.53,United Kingdom
154,13680,0.1668,Low,1311.486684,145,539,7862.63,United Kingdom
155,13696,0.6513,Medium,1308.26631,230,25,2008.7,United Kingdom
156,13081,0.0305,Low,1306.386065,12,1945,42832.33,United Kingdom
157,16422,0.0315,Low,1305.176985,0,528,41434.19,United Kingdom
158,12631,0.4654,Low,1290.447158,239,153,2772.77,Finland
159,17243,0.0888,Low,1288.071528,45,877,14505.31,United Kingdom
160,15817,0.4646,Low,1285.26944,229,152,2766.4,United Kingdom
161,15306,0.5641,Low,1282.723913,308,103,2273.93,United Kingdom
162,15972,0.7166,Medium,1255.605022,264,141,1752.17,United Kingdom
163,15911,0.7445,Medium,1244.16373,431,255,1671.14,United Kingdom
164,12454,0.3028,Low,1241.165088,204,40,4098.96,Spain
165,14882,0.4329,Low,1226.79531,198,58,2833.9,United Kingdom
166,15151,0.5879,Low,1226.130119,231,57,2085.61,United Kingdom
167,14566,0.4597,Low,1222.802,225,12,2660,Channel Islands
168,13920,0.7028,Medium,1219.273664,239,88,1734.88,United Kingdom
169,12975,0.627,Medium,1205.27583,238,116,1922.29,United Kingdom
170,17841,0.0299,Low,1203.968948,0,7171,40266.52,United Kingdom
171,13802,0.0508,Low,1200.0103,63,437,23622.25,United Kingdom
172,14680,0.0299,Low,1197.18105,6,1274,40039.5,United Kingdom
173,12349,0.5441,Low,1195.382259,216,105,2196.99,Italy
174,16125,0.2816,Low,1194.70208,175,295,4242.55,United Kingdom
175,16276,0.6565,Medium,1194.035635,287,20,1818.79,United Kingdom
176,13329,0.261,Low,1172.46942,162,122,4492.22,United Kingdom
177,12754,0.3875,Low,1166.66175,44,63,3010.74,Japan
178,15369,0.3485,Low,1166.230855,182,99,3346.43,United Kingdom
179,12813,0.7718,Medium,1161.40464,310,40,1504.8,Netherlands
180,12557,0.1001,Low,1159.13798,64,39,11579.8,Spain
181,13107,0.2766,Low,1146.462744,137,152,4144.84,United Kingdom
182,14831,0.7019,Medium,1139.864543,382,90,1623.97,United Kingdom
183,14935,0.3991,Low,1137.367153,105,26,2849.83,Channel Islands
184,12932,0.6686,Medium,1135.657216,347,95,1698.56,United Kingdom
185,12911,0.6743,Medium,1133.140921,359,248,1680.47,United Kingdom
186,16191,0.0885,Low,1125.56778,71,162,12718.28,United Kingdom
187,13783,0.728,Medium,1122.64152,296,10,1542.09,United Kingdom
188,17465,0.4672,Low,1118.682368,233,137,2394.44,United Kingdom
189,15032,0.0842,Low,1118.65173,64,128,13285.65,United Kingdom
190,18008,0.0633,Low,1117.419075,11,93,17652.75,United Kingdom
191,16210,0.0403,Low,1112.685821,21,219,27610.07,United Kingdom
192,15013,0.7028,Medium,1112.04044,295,350,1582.3,United Kingdom
193,14113,0.2337,Low,1110.911646,120,112,4753.58,United Kingdom
194,16032,0.6306,Medium,1110.1713,264,202,1760.5,United Kingdom
195,13361,0.7609,Medium,1103.68545,280,34,1450.5,United Kingdom
196,12753,0.0891,Low,1100.915145,36,144,12355.95,Japan
197,17242,0.6249,Medium,1096.224576,265,44,1754.24,United Kingdom
198,13291,0.3913,Low,1095.808259,222,278,2800.43,United Kingdom
199,17241,0.4142,Low,1093.877348,193,163,2640.94,United Kingdom
200,15934,0.4981,Low,1091.167746,226,29,2190.66,United Kingdom
201,12549,0.6929,Medium,1088.324172,383,48,1570.68,USA
202,13941,0.1361,Low,1085.68331,105,81,7977.1,United Kingdom
203,17389,0.0386,Low,1083.803852,7,292,28077.82,United Kingdom
204,16718,0.2962,Low,1080.398386,177,223,3647.53,United Kingdom
205,16569,0.8078,High,1075.206034,439,30,1331.03,United Kingdom
206,15310,0.6559,Medium,1072.160376,287,45,1634.64,United Kingdom
207,13543,0.8503,High,1069.515843,442,43,1257.81,United Kingdom
208,16088,0.7427,Medium,1067.579261,384,6,1437.43,United Kingdom
209,14062,0.0539,Low,1066.554874,47,305,19787.66,United Kingdom
210,13152,0.5084,Low,1057.258472,225,136,2079.58,United Kingdom
211,16104,0.4898,Low,1056.67003,227,210,2157.35,United Kingdom
212,14695,0.6796,Medium,1055.126572,327,95,1552.57,United Kingdom
213,12578,0.3556,Low,1054.92296,125,134,2966.6,Italy
214,17732,0.4578,Low,1050.531972,181,137,2294.74,United Kingdom
215,13337,0.6852,Medium,1049.973072,326,88,1532.36,United Kingdom
216,17028,0.6573,Medium,1047.624459,389,95,1593.83,United Kingdom
217,13777,0.0288,Low,1043.896896,14,301,36246.42,United Kingdom
218,15141,0.7542,Medium,1039.521402,266,83,1378.31,United Kingdom
219,12765,0.7975,Medium,1036.41505,280,62,1299.58,Netherlands
220,17307,0.3303,Low,1030.063671,173,52,3118.57,United Kingdom
221,12358,0.414,Low,1028.09034,184,56,2483.31,Austria
222,15798,0.6686,Medium,1026.548382,301,83,1535.37,United Kingdom
223,12378,0.728,Medium,1024.8056,370,82,1407.7,Switzerland
224,12823,0.1784,Low,1023.3916,63,16,5736.5,United Kingdom
225,15050,0.4376,Low,1019.65176,229,77,2330.1,United Kingdom
226,14285,0.7498,Medium,1017.261158,321,33,1356.71,United Kingdom
227,15299,0.1716,Low,1014.761748,48,12,5913.53,United Kingdom
228,13131,0.4535,Low,1001.223695,226,104,2207.77,United Kingdom
229,14225,0.5177,Low,1000.983304,243,90,1933.52,United Kingdom
230,12678,0.0504,Low,996.191784,61,263,19765.71,France
231,16013,0.0454,Low,994.734884,20,122,21910.46,United Kingdom
232,14737,0.352,Low,993.91424,161,36,2823.62,United Kingdom
233,15978,0.4643,Low,992.877692,231,81,2138.44,United Kingdom
234,17133,0.2181,Low,992.773752,54,38,4551.92,United Kingdom
235,15649,0.4572,Low,992.28402,144,12,2170.35,United Kingdom
236,15950,0.1758,Low,991.902276,167,326,5642.22,United Kingdom
237,13823,0.4374,Low,991.231506,187,123,2266.19,United Kingdom
238,17082,0.3006,Low,990.588222,126,111,3295.37,United Kingdom
239,16705,0.029,Low,985.90691,7,540,33996.79,United Kingdom
240,15629,0.4394,Low,984.65146,258,77,2240.9,United Kingdom
241,13074,0.73,Medium,981.9522,319,29,1345.14,United Kingdom
242,16333,0.075,Low,981.54,0,33,13087.2,United Kingdom
243,17822,0.4489,Low,977.12063,228,174,2176.7,United Kingdom
244,15100,0.421,Low,976.5095,138,26,2319.5,United Kingdom
245,15751,0.7988,Medium,973.369752,268,130,1218.54,United Kingdom
246,13916,0.8059,High,973.051719,272,73,1207.41,United Kingdom
247,13503,0.6345,Medium,970.524855,287,189,1529.59,United Kingdom
248,14258,0.0386,Low,968.689774,8,257,25095.59,United Kingdom
249,16692,0.5486,Low,968.11442,64,4,1764.7,United Kingdom
250,16608,0.76,Medium,965.9752,262,121,1271.02,United Kingdom
251,13338,0.5429,Low,963.15889,341,121,1774.1,United Kingdom
252,14634,0.4879,Low,962.050978,246,118,1971.82,United Kingdom
253,12374,0.4695,Low,960.733155,230,49,2046.29,Austria
254,14907,0.2685,Low,959.96268,169,186,3575.28,United Kingdom
255,16563,0.3471,Low,959.502414,208,65,2764.34,United Kingdom
256,16190,0.4045,Low,957.398915,203,107,2366.87,United Kingdom
257,16101,0.5005,Low,952.83188,243,116,1903.76,United Kingdom
258,13461,0.3536,Low,952.4216,209,39,2693.5,United Kingdom
259,17529,0.7935,Medium,951.64455,418,80,1199.3,United Kingdom
260,16779,0.0366,Low,949.703022,27,886,25948.17,United Kingdom
261,18268,0.6515,Medium,945.46983,399,69,1451.22,United Kingdom
262,12711,0.7916,Medium,944.81418,419,57,1193.55,Germany
263,17593,0.1976,Low,942.964984,161,229,4772.09,United Kingdom
264,14290,0.3995,Low,942.895905,124,86,2360.19,United Kingdom
265,16296,0.8043,High,940.443861,434,78,1169.27,United Kingdom
266,17694,0.6652,Medium,939.82782,320,66,1412.85,United Kingdom
267,15039,0.029,Low,937.01059,7,2162,32310.71,United Kingdom
268,16087,0.5382,Low,936.424944,197,10,1739.92,United Kingdom
269,16529,0.624,Medium,934.596,285,98,1497.75,United Kingdom
270,13042,0.6212,Medium,933.408908,392,198,1502.59,United Kingdom
271,12742,0.7869,Medium,932.492238,408,68,1185.02,United Arab Emirates
272,17623,0.5053,Low,930.696911,217,162,1841.87,United Kingdom
273,17031,0.3862,Low,924.3697,186,28,2393.5,United Kingdom
274,14857,0.3845,Low,921.619585,250,155,2396.93,United Kingdom
275,13431,0.4558,Low,920.779812,214,84,2020.14,United Kingdom
276,14469,0.4596,Low,919.710156,224,145,2001.11,United Kingdom
277,13459,0.7921,Medium,919.160761,433,73,1160.41,United Kingdom
278,16711,0.539,Low,915.89575,110,16,1699.25,United Kingdom
279,12377,0.2782,Low,908.690224,123,150,3266.32,Switzerland
280,16303,0.2706,Low,905.175942,141,161,3345.07,United Kingdom
281,13881,0.0291,Low,901.298004,22,338,30972.44,United Kingdom
282,17651,0.5152,Low,900.765376,298,101,1748.38,United Kingdom
283,13408,0.0273,Low,900.530631,12,546,32986.47,United Kingdom
284,17474,0.8593,High,899.6871,408,6,1047,United Kingdom
285,14917,0.8003,High,899.337125,405,29,1123.75,United Kingdom
286,16053,0.4327,Low,898.497223,222,112,2076.49,United Kingdom
287,15571,0.2666,Low,896.261212,194,573,3361.82,United Kingdom
288,18214,0.6796,Medium,895.570084,339,60,1317.79,United Kingdom
289,17621,0.3449,Low,895.0155,120,56,2595,United Kingdom
290,16894,0.7038,Medium,894.220128,310,196,1270.56,United Kingdom
291,17722,0.2425,Low,893.188125,125,183,3683.25,United Kingdom
292,13202,0.5679,Low,892.369665,186,70,1571.35,United Kingdom
293,15736,0.5193,Low,891.778311,238,106,1717.27,United Kingdom
294,17188,0.2705,Low,889.617695,110,133,3288.79,United Kingdom
295,14257,0.2574,Low,888.446988,127,172,3451.62,United Kingdom
296,17622,0.7886,Medium,887.309062,405,39,1125.17,United Kingdom
297,15481,0.4435,Low,884.04629,209,38,1993.34,Norway
298,15680,0.2654,Low,882.850446,174,211,3326.49,United Kingdom
299,17610,0.65,Medium,882.076,348,169,1357.04,United Kingdom
300,17477,0.8309,High,881.83417,421,46,1061.3,United Kingdom
301,12838,0.2855,Low,880.393495,181,363,3083.69,United Kingdom
302,14492,0.5887,Low,878.787812,238,101,1492.76,United Kingdom
303,16461,0.6191,Medium,878.781495,398,230,1419.45,United Kingdom
304,16717,0.2803,Low,877.8996,118,183,3132,United Kingdom
305,12369,0.5807,Low,877.524805,221,90,1511.15,Austria
306,14496,0.3396,Low,877.349808,120,112,2583.48,United Kingdom
307,12439,0.8339,High,876.745782,490,73,1051.38,Cyprus
308,16279,0.2103,Low,876.162375,142,243,4166.25,United Kingdom
309,17857,0.0833,Low,875.861182,15,25,10514.54,United Kingdom
310,18074,0.5862,Low,874.223508,182,55,1491.34,United Kingdom
311,15389,0.3903,Low,871.85214,208,5,2233.8,United Kingdom
312,13334,0.2126,Low,870.877632,114,338,4096.32,United Kingdom
313,13815,0.2317,Low,870.355563,126,229,3756.39,Germany
314,15291,0.0823,Low,867.518539,56,214,10540.93,United Kingdom
315,15623,0.4089,Low,863.911653,202,88,2112.77,United Kingdom
316,13878,0.7239,Medium,862.548567,356,71,1191.53,United Kingdom
317,17937,0.2591,Low,862.150068,66,29,3327.48,United Kingdom
318,16329,0.5067,Low,861.450804,235,114,1700.12,United Kingdom
319,13705,0.5237,Low,859.711157,182,66,1641.61,United Kingdom
320,16938,0.1981,Low,858.733785,117,598,4334.85,United Kingdom
321,12531,0.5386,Low,857.628938,489,114,1592.33,Germany
322,13360,0.5849,Low,856.35209,236,73,1464.1,United Kingdom
323,15222,0.2513,Low,853.907348,127,156,3397.96,United Kingdom
324,13855,0.6796,Medium,852.177624,309,77,1253.94,United Kingdom
325,12589,0.3965,Low,848.56551,222,166,2140.14,France
326,15823,0.2803,Low,844.364508,145,171,3012.36,United Kingdom
327,18286,0.7098,Medium,843.547614,284,70,1188.43,United Kingdom
328,14401,0.261,Low,839.25594,123,107,3215.54,United Kingdom
329,13643,0.5592,Low,837.866136,189,76,1498.33,United Kingdom
330,13027,0.0591,Low,837.28152,42,76,14167.2,United Kingdom
331,15638,0.4052,Low,837.06216,109,28,2065.8,United Kingdom
332,15259,0.718,Medium,836.24024,321,56,1164.68,United Kingdom
333,17230,0.1014,Low,834.396264,72,217,8228.76,United Kingdom
334,13510,0.3141,Low,832.264488,183,183,2649.68,United Kingdom
335,14527,0.0387,Low,829.409112,7,2171,21431.76,United Kingdom
336,12748,0.0299,Low,828.961055,0,3991,27724.45,United Kingdom
337,13929,0.3061,Low,828.73514,130,50,2707.4,United Kingdom
338,15142,0.392,Low,827.21016,218,117,2110.23,United Kingdom
339,14540,0.2766,Low,825.673128,117,209,2985.08,United Kingdom
340,12422,0.2596,Low,824.993224,133,136,3177.94,Switzerland
341,16797,0.4755,Low,820.318335,201,408,1725.17,United Kingdom
342,13377,0.5475,Low,818.747925,204,81,1495.43,United Kingdom
343,13953,0.1679,Low,818.5125,19,8,4875,United Kingdom
344,13464,0.3473,Low,818.277003,202,109,2356.11,United Kingdom
345,12739,0.5643,Low,815.802867,202,49,1445.69,United Arab Emirates
346,13297,0.3605,Low,815.74661,193,65,2262.82,United Kingdom
347,13384,0.3244,Low,815.155564,198,116,2512.81,United Kingdom
348,13635,0.4713,Low,812.893527,245,102,1724.79,United Kingdom
349,17018,0.4572,Low,810.43272,134,27,1772.6,United Kingdom
350,15771,0.8028,High,808.050312,412,28,1006.54,United Kingdom
351,17539,0.7731,Medium,807.209172,435,149,1044.12,United Kingdom
352,13963,0.2794,Low,803.657778,116,175,2876.37,United Kingdom
353,17802,0.2281,Low,802.77514,180,421,3519.4,United Kingdom
354,12368,0.8721,High,800.32617,436,18,917.7,Cyprus
355,15255,0.295,Low,799.1904,204,143,2709.12,United Kingdom
356,17853,0.4957,Low,797.179783,215,106,1608.19,United Kingdom
357,12764,0.47,Low,796.1236,125,45,1693.88,Lebanon
358,13204,0.8224,High,794.981184,539,57,966.66,United Kingdom
359,14824,0.2864,Low,793.686,187,132,2771.25,United Kingdom
360,12986,0.4881,Low,790.155804,211,136,1618.84,United Kingdom
361,13786,0.2677,Low,788.842298,175,120,2946.74,United Kingdom
362,12725,0.346,Low,788.38176,179,126,2278.56,Italy
363,15051,0.3153,Low,786.033441,187,146,2492.97,United Kingdom
364,12385,0.4704,Low,784.81536,187,64,1668.4,Belgium
365,15176,0.8255,High,783.969095,405,52,949.69,United Kingdom
366,17858,0.0768,Low,783.497472,69,242,10201.79,United Kingdom
367,17150,0.5679,Low,781.231635,185,93,1375.65,United Kingdom
368,16177,0.4315,Low,780.86829,242,113,1809.66,United Kingdom
369,17941,0.6918,Medium,780.848496,399,5,1128.72,United Kingdom
370,15559,0.7033,Medium,780.24102,376,62,1109.4,United Kingdom
371,14186,0.5029,Low,779.811827,235,104,1550.63,United Kingdom
372,12629,0.6501,Medium,778.962822,194,43,1198.22,Sweden
373,12586,0.4708,Low,778.481924,177,82,1653.53,Italy
374,18092,0.07,Low,777.2569,35,89,11103.67,United Kingdom
375,18215,0.4,Low,775.86,209,78,1939.65,United Kingdom
376,17851,0.4957,Low,774.947638,230,237,1563.34,United Kingdom
377,15983,0.2135,Low,774.678345,168,283,3628.47,United Kingdom
378,13316,0.0889,Low,774.667488,62,100,8713.92,United Kingdom
379,17679,0.659,Medium,773.96255,330,75,1174.45,United Kingdom
380,16054,0.5918,Low,773.352404,227,57,1306.78,United Kingdom
381,12533,0.7823,Medium,773.139267,427,87,988.29,Germany
382,13393,0.698,Medium,771.8833,392,73,1105.85,United Kingdom
383,13078,0.0386,Low,771.307516,7,636,19982.06,United Kingdom
384,13849,0.4045,Low,770.916325,205,120,1905.85,United Kingdom
385,17369,0.7845,Medium,768.1824,264,1,979.2,United Kingdom
386,13813,0.6644,Medium,766.059844,330,78,1153.01,Germany
387,12424,0.5007,Low,765.480174,231,65,1528.82,Australia
388,17603,0.6032,Medium,764.622352,426,100,1267.61,United Kingdom
389,16124,0.4651,Low,764.619749,124,86,1643.99,United Kingdom
390,16202,0.3119,Low,763.949146,169,125,2449.34,United Kingdom
391,14431,0.3259,Low,763.437045,107,83,2342.55,United Kingdom
392,16560,0.3034,Low,761.09407,166,163,2508.55,United Kingdom
393,15248,0.4077,Low,760.372731,219,111,1865.03,United Kingdom
394,12978,0.3068,Low,760.363916,193,163,2478.37,United Kingdom
395,16655,0.2126,Low,758.15286,140,388,3566.1,United Kingdom
396,13473,0.351,Low,758.10735,138,62,2159.85,United Kingdom
397,13559,0.7652,Medium,757.548,321,2,990,United Kingdom
398,14671,0.6798,Medium,756.41346,357,54,1112.7,United Kingdom
399,15586,0.6692,Medium,755.299272,399,39,1128.66,United Kingdom
400,12477,0.065,Low,754.7605,47,374,11611.7,Germany
401,15377,0.6378,Medium,752.57211,191,22,1179.95,United Kingdom
402,15876,0.5185,Low,751.37909,217,11,1449.14,United Kingdom
403,13848,0.2492,Low,751.338,106,10,3015,United Kingdom
404,14969,0.8272,High,749.633456,511,13,906.23,United Kingdom
