,Customer ID,x,y,Unnamed: 0,Probability of Churn,Churn Class,CLTV,Recency,Frequency,Monetary,Geography
64,16717,8.240236,-0.8800343,304,0.2803,Low,877.8996,118,183,3132.0,United Kingdom
65,16718,-21.95449,7.55054,204,0.2962,Low,1080.398386,177,223,3647.53,United Kingdom
66,16719,-0.5314275,15.417741,2158,0.0963,Low,282.241818,44,349,2930.86,United Kingdom
67,16722,-27.47884,1.4159241,3511,0.0288,Low,179.043264,9,282,6216.78,United Kingdom
68,16729,-2.6940887,7.4345946,3051,0.0773,Low,213.348773,8,219,2760.01,United Kingdom
69,16732,-23.596786,-1.8771315,150,0.4001,Low,1345.552304,205,202,3363.04,United Kingdom
70,16735,11.519156,4.512676,1897,0.0735,Low,307.455645,43,263,4183.07,United Kingdom
71,16736,9.670605,13.195694,71,0.758,Medium,2201.61858,314,147,2904.51,United Kingdom
72,16743,9.016345,23.325312,3414,0.0604,Low,185.845968,19,268,3076.92,United Kingdom
73,16745,-17.24247,-9.512697,2223,0.0772,Low,276.995916,19,221,3588.03,United Kingdom
74,16746,-15.349503,-6.120289,1174,0.0299,Low,424.181433,2,752,14186.67,United Kingdom
75,16748,-19.329706,-16.760063,2262,0.0912,Low,274.246608,26,130,3007.09,United Kingdom
76,16749,24.247925,18.4075,47,0.7359,Medium,2868.155532,399,75,3897.48,United Kingdom
77,16754,-24.221733,9.836412,1,0.6455,Medium,31816.03014,180,156,49288.97,United Kingdom
78,16755,-8.599462,-6.6298947,3747,0.0749,Low,161.729323,34,236,2159.27,United Kingdom
79,16767,-21.877869,-4.797039,3000,0.0432,Low,217.551312,27,195,5035.91,United Kingdom
80,16771,16.758339,17.242014,1641,0.1049,Low,338.983301,83,323,3231.49,United Kingdom
81,16772,22.61509,12.681748,134,0.5902,Low,1490.28451,225,78,2525.05,United Kingdom
82,16775,29.19298,8.86653,3435,0.0951,Low,184.396998,14,170,1938.98,United Kingdom
83,16779,7.120157,18.629114,260,0.0366,Low,949.703022,27,886,25948.17,United Kingdom
84,16782,3.1307588,9.278545,2407,0.029,Low,261.13514,12,1811,9004.66,United Kingdom
85,16791,7.1981616,5.8705063,3625,0.0614,Low,169.973006,21,489,2768.29,United Kingdom
86,16795,10.046673,4.6588345,921,0.2004,Low,487.491036,173,416,2432.59,United Kingdom
87,16814,25.707508,9.103754,1808,0.0317,Low,317.379449,1,689,10011.97,United Kingdom
88,16817,14.419467,-7.3285875,3026,0.1057,Low,215.707275,26,124,2040.75,United Kingdom
89,16818,30.13266,14.627164,3916,0.2134,Low,148.236176,7,47,694.64,United Kingdom
90,16837,28.093437,6.7451673,2900,0.1238,Low,224.262462,1,87,1811.49,United Kingdom
91,16839,1.7781737,-4.2778516,868,0.0413,Low,503.320622,5,211,12186.94,United Kingdom
92,16841,-6.622272,8.374414,2740,0.0874,Low,236.245696,22,144,2703.04,United Kingdom
93,16843,-13.678074,-5.445581,1305,0.0299,Low,393.905889,5,326,13174.11,United Kingdom
94,16858,10.296797,16.878656,115,0.3682,Low,1626.755466,174,154,4418.13,United Kingdom
95,16871,19.965782,1.8337988,2990,0.111,Low,218.58897,6,107,1969.27,United Kingdom
96,16873,-0.3782973,-12.350595,1646,0.0317,Low,338.239634,6,363,10670.02,United Kingdom
97,16875,-0.8014975,-1.6144707,1402,0.1438,Low,376.881106,49,177,2620.87,United Kingdom
98,16889,-6.640833,-9.97745,3324,0.0765,Low,193.61385,3,218,2530.9,United Kingdom
99,16904,1.1005177,7.1101127,3369,0.0715,Low,189.079605,33,514,2644.47,United Kingdom
100,16905,15.008686,3.9150894,1677,0.1218,Low,334.93782,45,198,2749.9,United Kingdom
101,16912,16.171741,-5.487463,1609,0.1131,Low,344.213064,8,123,3043.44,United Kingdom
102,16918,-12.814429,-3.5659199,1240,0.1872,Low,407.07576,125,352,2174.55,United Kingdom
103,16919,7.2966604,19.141657,2522,0.0571,Low,252.613826,0,560,4424.06,United Kingdom
104,16923,15.677242,10.461552,2624,0.029,Low,244.93951,7,726,8446.19,United Kingdom
105,16928,26.21974,-1.6474196,3866,0.0763,Low,152.439007,23,198,1997.89,United Kingdom
106,16931,-2.1129642,7.0765033,3827,0.0645,Low,156.335745,3,498,2423.81,United Kingdom
107,16933,11.038343,6.5877695,2733,0.0877,Low,236.65845,43,279,2698.5,United Kingdom
108,16938,4.7315445,-8.504354,320,0.1981,Low,858.733785,117,598,4334.85,United Kingdom
109,16940,-5.6947737,5.9769926,1600,0.0908,Low,345.472208,97,406,3804.76,United Kingdom
110,16945,-17.684664,-12.660608,3508,0.0301,Low,179.361084,9,338,5958.84,United Kingdom
111,16950,32.932926,9.854178,523,0.2541,Low,659.320893,175,109,2594.73,United Kingdom
112,16954,-21.518572,13.4434,1706,0.068,Low,331.42724,63,184,4873.93,United Kingdom
113,16979,3.701896,5.524796,1249,0.3077,Low,404.699348,102,54,1315.24,United Kingdom
114,16983,-15.480026,12.862646,1506,0.1519,Low,363.080494,76,143,2390.26,United Kingdom
115,16984,19.002855,9.79084,103,0.2776,Low,1724.54836,207,738,6212.35,United Kingdom
116,16985,18.874203,-5.889491,2480,0.0378,Low,256.0194,20,184,6773.0,United Kingdom
117,16986,6.1870403,10.255526,117,0.5294,Low,1590.18525,253,170,3003.75,United Kingdom
118,16987,19.614935,14.620433,4192,0.1141,Low,124.00388,13,158,1086.8,United Kingdom
119,16992,20.110151,0.6193608,1693,0.0759,Low,333.431736,8,233,4393.04,United Kingdom
120,17001,-3.2538595,-9.382844,1817,0.071,Low,316.17507,16,184,4453.17,United Kingdom
121,17002,1.731712,-15.029755,3022,0.1043,Low,216.040762,24,65,2071.34,United Kingdom
122,17004,-13.670852,-11.268224,951,0.4718,Low,477.565396,200,26,1012.22,United Kingdom
123,17017,-22.761086,-2.2424722,2021,0.0301,Low,294.193487,8,336,9773.87,United Kingdom
124,17019,-22.715014,4.0102296,1929,0.0837,Low,302.845014,70,632,3618.22,United Kingdom
125,17031,-19.294653,-16.859932,273,0.3862,Low,924.3697,186,28,2393.5,United Kingdom
126,17032,4.534017,10.250457,63,0.7992,Medium,2267.306424,411,240,2836.97,United Kingdom
127,17043,-2.451114,-11.025583,1842,0.298,Low,313.71056,74,114,1052.72,United Kingdom
128,17044,24.866095,15.857442,53,0.2526,Low,2762.198682,167,152,10935.07,United Kingdom
129,17049,9.734636,9.2712755,2878,0.0413,Low,225.64255,23,328,5463.5,United Kingdom
130,17050,3.5341296,-6.104246,2159,0.0914,Low,282.239544,58,278,3087.96,United Kingdom
131,17059,-2.5649748,3.7228034,3110,0.0533,Low,209.386918,5,560,3928.46,United Kingdom
132,17061,22.177925,-6.1441045,1225,0.1415,Low,410.26227,1,51,2899.38,United Kingdom
133,17063,-18.433865,-11.705193,1588,0.1408,Low,347.031168,90,156,2464.71,United Kingdom
134,17068,-16.583906,-11.042929,3460,0.0273,Low,182.780052,12,857,6695.24,United Kingdom
135,17069,-16.335163,-9.747728,1561,0.0856,Low,351.7518,35,219,4109.25,United Kingdom
136,17071,15.582759,1.0354356,1785,0.1562,Low,320.08504,47,123,2049.2,United Kingdom
137,17082,-0.6967561,-2.889846,238,0.3006,Low,990.588222,126,111,3295.37,United Kingdom
138,17083,-25.71099,-15.883197,689,0.1583,Low,573.888156,104,99,3625.32,United Kingdom
139,17084,-4.692676,-13.137011,483,0.3053,Low,686.915841,204,133,2249.97,United Kingdom
140,17085,11.525143,19.532284,1487,0.0508,Low,366.243108,59,947,7209.51,United Kingdom
141,17090,1.3277994,-7.358636,1988,0.1782,Low,296.371548,36,47,1663.14,United Kingdom
142,17091,-9.394026,0.34348306,2125,0.0539,Low,285.692099,48,360,5300.41,United Kingdom
143,17092,-18.749922,2.301127,1525,0.0921,Low,360.173628,85,284,3910.68,United Kingdom
144,17095,9.46633,12.006809,1125,0.2479,Low,435.90736,107,100,1758.4,United Kingdom
145,17096,25.20983,5.906592,1503,0.1331,Low,363.541354,69,178,2731.34,United Kingdom
146,17101,0.46333078,-18.013475,849,0.5737,Low,507.908084,203,31,885.32,United Kingdom
147,17107,3.1960387,0.37440783,2558,0.029,Low,249.59836,16,424,8606.84,United Kingdom
148,17115,-2.4386358,-2.7899756,1985,0.1472,Low,296.822912,34,103,2016.46,United Kingdom
149,17133,31.051851,17.384699,234,0.2181,Low,992.773752,54,38,4551.92,United Kingdom
150,17138,30.875664,0.41140437,952,0.1127,Low,477.438899,83,248,4236.37,United Kingdom
151,17139,-1.6881404,-5.030713,1162,0.032,Low,426.54208,18,534,13329.44,United Kingdom
152,17145,9.946476,1.3648883,62,0.7671,Medium,2272.717854,273,183,2962.74,United Kingdom
153,17146,25.812214,12.865103,1112,0.0793,Low,438.357712,71,302,5527.84,United Kingdom
154,17147,20.954557,-11.753799,2174,0.1203,Low,280.018701,15,112,2327.67,United Kingdom
155,17157,-10.370249,-18.220795,45,0.7156,Medium,2936.32148,288,114,4103.3,United Kingdom
156,17160,-14.876916,-8.775407,2281,0.0345,Low,272.1498,33,506,7888.4,United Kingdom
157,17164,7.695969,-10.873131,2872,0.2396,Low,225.995512,21,57,943.22,United Kingdom
158,17188,8.69585,-0.27620003,294,0.2705,Low,889.617695,110,133,3288.79,United Kingdom
159,17191,18.28097,9.195622,1658,0.0998,Low,336.43578,88,438,3371.1,United Kingdom
160,17203,-12.822514,7.462328,599,0.3053,Low,614.272759,196,118,2012.03,United Kingdom
161,17204,-8.84948,-5.0325413,1532,0.0742,Low,358.199758,43,171,4827.49,United Kingdom
162,17211,5.391655,3.943614,2883,0.0795,Low,225.19329,41,285,2832.62,United Kingdom
163,17213,18.25106,6.1874895,1339,0.1287,Low,388.58391,71,180,3019.3,United Kingdom
164,17218,-18.530005,0.12933674,3442,0.0579,Low,184.037466,22,388,3178.54,United Kingdom
165,17220,-16.156904,5.56351,3930,0.0538,Low,147.365194,14,396,2739.13,United Kingdom
166,17228,-17.664398,-3.6864715,3790,0.0813,Low,159.244749,16,232,1958.73,United Kingdom
167,17230,22.00414,13.592185,333,0.1014,Low,834.396264,72,217,8228.76,United Kingdom
168,17231,16.289942,5.6103477,3749,0.031,Low,161.53201,23,943,5210.71,United Kingdom
169,17238,-14.892478,3.7213938,3946,0.0273,Low,146.61192,14,894,5370.4,United Kingdom
170,17241,-4.5994883,-4.506434,199,0.4142,Low,1093.877348,193,163,2640.94,United Kingdom
171,17242,-23.890285,-14.468395,197,0.6249,Medium,1096.224576,265,44,1754.24,United Kingdom
172,17243,15.317865,2.5798662,159,0.0888,Low,1288.071528,45,877,14505.31,United Kingdom
173,17262,33.336864,3.9022782,688,0.2334,Low,574.075308,35,19,2459.62,United Kingdom
174,17284,-8.327381,9.498537,4042,0.0753,Low,138.274896,43,254,1836.32,United Kingdom
175,17287,16.512774,5.668785,3335,0.0547,Low,192.551658,14,417,3520.14,United Kingdom
176,17288,-14.307249,-0.31096536,2246,0.1588,Low,275.40684,15,177,1734.3,United Kingdom
177,17293,9.02603,6.515674,650,0.2477,Low,586.670019,116,135,2368.47,United Kingdom
178,17306,-20.441587,-2.981933,659,0.1348,Low,583.67052,12,32,4329.9,United Kingdom
179,17307,-10.189598,-3.156938,220,0.3303,Low,1030.063671,173,52,3118.57,United Kingdom
180,17308,-27.558838,-3.0288377,98,0.3944,Low,1779.438144,201,7,4511.76,United Kingdom
181,17311,-23.786488,-1.086067,615,0.2274,Low,605.400198,125,98,2662.27,United Kingdom
182,17314,10.259193,-7.154716,1852,0.1126,Low,312.632774,62,186,2776.49,United Kingdom
183,17315,13.420167,6.6054277,3612,0.029,Low,170.55335,9,503,5881.15,United Kingdom
184,17320,20.92329,12.68313,1074,0.1722,Low,448.62405,44,149,2605.25,United Kingdom
185,17338,2.1736841,12.555094,2729,0.0273,Low,236.891382,13,964,8677.34,United Kingdom
186,17340,12.57785,17.783264,988,0.0299,Low,465.666786,1,576,15574.14,United Kingdom
187,17346,-11.37308,2.525978,3344,0.0569,Low,191.734792,13,640,3369.68,United Kingdom
188,17348,-21.95041,4.247709,2163,0.1931,Low,281.827519,106,278,1459.49,United Kingdom
189,17353,-20.997105,-16.207945,514,0.4706,Low,666.15783,221,9,1415.55,United Kingdom
190,17354,-13.948739,1.7923629,421,0.4169,Low,729.74176,236,88,1750.4,United Kingdom
191,17364,-21.163239,3.905051,2509,0.0273,Low,253.883721,12,705,9299.77,United Kingdom
192,17365,-22.215412,3.1398113,3788,0.0301,Low,159.280471,7,543,5291.71,United Kingdom
193,17372,1.3401756,-12.04552,1781,0.092,Low,320.4544,51,550,3483.2,United Kingdom
194,17377,-2.3929803,10.546746,136,0.1002,Low,1460.266704,64,1425,14573.52,United Kingdom
195,17381,-22.879055,-0.9713473,152,0.0399,Low,1338.441111,12,140,33544.89,United Kingdom
196,17386,12.5538225,-10.802048,4501,0.7544,Medium,95.31844,193,10,126.35,United Kingdom
197,17388,12.455161,7.396006,2623,0.1116,Low,244.985436,19,44,2195.21,United Kingdom
198,17389,18.464891,1.0815946,203,0.0386,Low,1083.803852,7,292,28077.82,United Kingdom
199,17396,24.684792,-8.468996,547,0.4039,Low,644.74557,180,33,1596.3,United Kingdom
200,17400,2.0934649,15.045277,3238,0.0522,Low,199.652472,18,374,3824.76,United Kingdom
201,17402,-0.8960213,-19.840345,1526,0.1125,Low,359.73,41,178,3197.6,United Kingdom
202,17404,-11.661506,-15.123032,57,0.0872,Low,2456.739664,19,188,28173.62,Sweden
203,17406,21.394308,16.117464,36,0.7539,Medium,3448.64016,138,268,4574.4,United Kingdom
204,17409,19.76887,7.357576,486,0.0995,Low,683.983895,56,92,6874.21,United Kingdom
205,17412,-16.509357,-8.1773,1651,0.0879,Low,337.249446,4,211,3836.74,United Kingdom
206,17416,-11.509447,-0.3909683,1121,0.0317,Low,437.020638,5,457,13786.14,United Kingdom
207,17419,24.135504,5.931632,875,0.1161,Low,500.2749,57,215,4309.0,United Kingdom
208,17422,22.512901,10.534009,3768,0.0786,Low,160.457184,25,139,2041.44,United Kingdom
209,17426,-1.5138447,-13.373359,1304,0.1043,Low,394.044357,90,234,3777.99,United Kingdom
210,17428,-1.9265198,-6.1066346,531,0.031,Low,654.78758,21,581,21122.18,United Kingdom
211,17442,-7.7761035,-18.558638,2079,0.0941,Low,289.420547,28,207,3075.67,United Kingdom
212,17448,2.6205041,15.166553,5,0.9082,High,12870.29292,337,1115,14171.21,United Kingdom
213,17449,28.601883,13.249731,2009,0.0787,Low,295.123426,42,489,3749.98,United Kingdom
214,17450,24.27373,13.417653,31,0.0413,Low,3942.033788,1,211,95448.76,United Kingdom
215,17457,21.361696,-16.297735,2431,0.0475,Low,259.300125,13,64,5458.95,United Kingdom
216,17463,6.070166,6.6081595,2813,0.1469,Low,230.318634,41,215,1567.86,United Kingdom
217,17465,28.382626,16.585821,188,0.4672,Low,1118.682368,233,137,2394.44,United Kingdom
218,17469,-5.464089,-3.1610806,2825,0.068,Low,229.19332,13,198,3370.49,United Kingdom
219,17470,6.3444195,21.298786,3215,0.0876,Low,201.734916,26,130,2302.91,United Kingdom
220,17490,-0.587073,-7.365274,1831,0.4781,Low,314.675858,196,40,658.18,United Kingdom
221,17491,12.572126,-5.2210464,792,0.1467,Low,529.889202,69,106,3612.06,United Kingdom
222,17504,28.662739,13.415161,2364,0.029,Low,264.84163,14,356,9132.47,United Kingdom
223,17505,19.342043,16.50715,3803,0.0891,Low,158.297733,14,76,1776.63,United Kingdom
224,17508,11.008836,11.086281,123,0.3741,Low,1548.317598,89,229,4138.78,Greece
225,17511,-5.7984896,-11.787807,40,0.0273,Low,3161.060721,14,1474,115789.77,United Kingdom
226,17512,31.731081,13.997922,2134,0.0769,Low,284.79915,8,138,3703.5,United Kingdom
227,17519,-7.231875,-7.629888,2012,0.071,Low,294.88075,15,184,4153.25,United Kingdom
228,17526,28.013378,-0.88382065,1434,0.1108,Low,373.356112,13,91,3369.64,United Kingdom
229,17530,-10.311453,6.2477098,4310,0.0538,Low,113.516924,14,419,2109.98,United Kingdom
230,17552,-25.05391,1.2173457,632,0.259,Low,595.57309,180,120,2299.51,United Kingdom
231,17553,-14.555616,19.495228,121,0.6826,Medium,1549.502,281,4,2270.0,United Kingdom
232,17567,21.86997,6.93362,1695,0.1166,Low,333.350072,41,158,2858.92,United Kingdom
233,17576,24.592043,7.947128,3183,0.031,Low,203.91986,22,660,6578.06,United Kingdom
234,17581,-9.951281,-8.699,1863,0.029,Low,311.11693,14,579,10728.17,United Kingdom
235,17584,33.06497,14.068883,37,0.8368,High,3373.743296,275,88,4031.72,United Kingdom
236,17588,20.33159,12.768819,1172,0.2062,Low,424.49363,41,62,2058.65,United Kingdom
237,17589,-14.974011,8.620444,630,0.05,Low,596.685,48,1160,11933.7,United Kingdom
238,17591,18.311663,7.4317775,4175,0.0576,Low,126.104832,11,254,2189.32,United Kingdom
239,17593,1.0965816,14.104522,263,0.1976,Low,942.964984,161,229,4772.09,United Kingdom
240,17594,-18.454674,-15.561837,2350,0.1461,Low,265.85817,63,68,1819.7,United Kingdom
241,17596,-10.989976,11.994971,2712,0.088,Low,238.1456,57,355,2706.2,United Kingdom
242,17597,-7.4597263,-18.723698,2270,0.0799,Low,273.680671,21,134,3425.29,United Kingdom
243,17602,-3.1674101,12.345291,552,0.211,Low,641.22056,132,474,3038.96,United Kingdom
244,17611,7.2524066,1.081263,3616,0.0273,Low,170.386125,9,950,6241.25,United Kingdom
245,17612,-4.5356216,-3.2928388,3164,0.0547,Low,205.208691,14,273,3751.53,United Kingdom
246,17613,-1.6301184,3.5634446,3497,0.0765,Low,180.07029,2,212,2353.86,United Kingdom
247,17618,7.8399506,13.81577,1696,0.092,Low,333.25988,56,361,3622.39,United Kingdom
248,17621,17.779419,-2.3182268,289,0.3449,Low,895.0155,120,56,2595.0,United Kingdom
249,17623,24.33826,6.820436,272,0.5053,Low,930.696911,217,162,1841.87,United Kingdom
250,17625,14.101459,12.900931,1520,0.0812,Low,360.684716,65,476,4441.93,United Kingdom
251,17629,-15.29875,2.744505,2633,0.2008,Low,244.259144,22,92,1216.43,United Kingdom
252,17640,33.74842,14.292954,448,0.3546,Low,707.898618,187,59,1996.33,United Kingdom
253,17644,-4.302685,-3.6814296,3108,0.0548,Low,209.408884,11,234,3821.33,United Kingdom
254,17646,21.312654,-1.9276685,1151,0.1047,Low,428.658552,27,214,4094.16,United Kingdom
255,17651,-16.354208,-11.276837,282,0.5152,Low,900.765376,298,101,1748.38,United Kingdom
256,17652,0.64291495,-4.510713,3248,0.3638,Low,198.794872,42,32,546.44,United Kingdom
257,17655,24.482994,15.58827,2017,0.1252,Low,294.275088,18,74,2350.44,United Kingdom
258,17659,5.1389475,-11.354336,2683,0.1275,Low,239.9448,8,97,1881.92,United Kingdom
259,17663,4.731991,25.476507,1549,0.0913,Low,355.944919,6,189,3898.63,United Kingdom
260,17667,0.6691781,0.5030763,2643,0.0763,Low,243.012448,19,196,3184.96,United Kingdom
261,17669,-19.89094,-13.558524,1283,0.0929,Low,398.994352,18,93,4294.88,United Kingdom
262,17672,9.762775,-18.934517,841,0.1443,Low,509.604108,85,134,3531.56,United Kingdom
263,17673,2.6775656,15.655736,2020,0.0872,Low,294.227624,75,399,3374.17,United Kingdom
264,17675,-3.701783,-7.820842,538,0.029,Low,650.74666,12,630,22439.54,United Kingdom
265,17676,-18.959797,-9.723967,883,0.3099,Low,497.250045,174,104,1604.55,United Kingdom
266,17677,-9.515666,-8.408277,451,0.0273,Low,705.717558,14,557,25850.46,United Kingdom
267,17679,8.166516,-17.831158,379,0.659,Medium,773.96255,330,75,1174.45,United Kingdom
268,17682,-1.8261595,1.5707169,2848,0.0796,Low,227.636896,1,166,2859.76,United Kingdom
269,17685,-27.392265,-12.359889,774,0.1325,Low,537.24245,75,134,4054.66,United Kingdom
270,17686,-1.1686932,-4.94311,3083,0.0386,Low,211.12077,8,281,5469.45,United Kingdom
271,17690,19.07575,-6.277141,3423,0.0384,Low,185.18208,9,235,4822.45,United Kingdom
272,17692,14.052636,14.382051,2192,0.0986,Low,278.994616,29,156,2829.56,United Kingdom
273,17696,15.402394,17.459476,1448,0.0655,Low,371.301815,85,298,5668.73,United Kingdom
274,17700,12.904242,3.5690594,2847,0.0522,Low,227.73555,14,278,4362.75,United Kingdom
275,17702,-23.848513,-12.646994,3419,0.1203,Low,185.709516,14,123,1543.72,United Kingdom
276,17706,18.942436,7.0694904,408,0.0728,Low,743.395744,98,456,10211.48,United Kingdom
277,17716,5.31016,-5.545396,735,0.0508,Low,552.01312,57,430,10866.4,United Kingdom
278,17719,21.169477,-3.3732412,2638,0.1463,Low,243.678743,7,91,1665.61,United Kingdom
279,17720,26.810148,3.2700996,2039,0.1428,Low,292.9542,33,103,2051.5,United Kingdom
280,17722,10.938159,-1.0516001,291,0.2425,Low,893.188125,125,183,3683.25,United Kingdom
281,17723,12.549799,-7.895362,3683,0.2101,Low,165.85294,8,6,789.4,United Kingdom
282,17725,31.748144,11.8338175,2563,0.2049,Low,249.287487,0,69,1216.63,United Kingdom
283,17728,6.8688517,-13.1006975,508,0.5115,Low,670.704375,212,80,1311.25,United Kingdom
284,17730,14.399265,15.591868,1303,0.103,Low,394.08418,42,160,3826.06,United Kingdom
285,17735,-12.688393,-5.495347,1882,0.0342,Low,308.893374,26,498,9031.97,United Kingdom
286,17738,18.921211,-1.164461,1252,0.1391,Low,403.922753,90,168,2903.83,United Kingdom
287,17739,15.479103,-0.0061684013,2128,0.0476,Low,285.483856,0,123,5997.56,United Kingdom
