Country,Year,Customer ID,Sales
Belgium,2011,12401.0,69.3
Belgium,2011,12402.0,195.6
Belgium,2011,12407.0,1507.1200000000001
Belgium,2011,12408.0,2618.55
Belgium,2011,12417.0,2612.46
Belgium,2011,12423.0,1441.38
Belgium,2011,12431.0,867.78
Belgium,2011,12447.0,431.49
Belgium,2011,12449.0,3591.97
Belgium,2011,12463.0,1200.78
Belgium,2011,12464.0,957.05
Belgium,2011,12465.0,682.1899999999999
Belgium,2011,12866.0,499.12
Belgium,2011,12876.0,2053.02
Brazil,2010,12751.0,255.67000000000002
Brazil,2011,12769.0,1143.6
Canada,2010,15390.0,1198.96
Canada,2011,15388.0,140.54
Canada,2011,17443.0,534.24
Canada,2011,17444.0,2389.1
Canada,2011,17844.0,51.559999999999995
Channel Islands,2009,14564.0,989.18
Channel Islands,2010,14442.0,3777.2
Channel Islands,2010,14564.0,1616.44
Channel Islands,2010,14566.0,2660.0
Channel Islands,2010,14568.0,919.7
Channel Islands,2010,14930.0,2856.07
Channel Islands,2010,14932.0,1029.66
Channel Islands,2010,14933.0,1770.0
Channel Islands,2010,14934.0,1612.56
Channel Islands,2010,14935.0,1065.12
Channel Islands,2010,14936.0,4054.34
Channel Islands,2010,14938.0,2322.43
Channel Islands,2011,14442.0,1589.82
Channel Islands,2011,14566.0,1432.0
Channel Islands,2011,14930.0,2337.46
Channel Islands,2011,14931.0,964.6800000000001
Channel Islands,2011,14934.0,1890.94
Channel Islands,2011,14935.0,1784.71
Channel Islands,2011,14936.0,7960.47
Channel Islands,2011,14937.0,1374.08
Cyprus,2009,12359.0,838.89
Cyprus,2009,12439.0,1063.96
Cyprus,2009,12455.0,1601.03
Cyprus,2010,12359.0,1724.47
Cyprus,2010,12366.0,500.24
Cyprus,2010,12368.0,917.6999999999999
Cyprus,2010,12370.0,1422.17
Cyprus,2010,12391.0,2291.88
Cyprus,2010,12439.0,41.120000000000005
Cyprus,2010,12455.0,1478.61
Cyprus,2010,13809.0,483.34999999999997
Cyprus,2011,12359.0,6372.58
Cyprus,2011,12365.0,320.69
Cyprus,2011,12370.0,1589.17
Cyprus,2011,12391.0,431.39
Cyprus,2011,12420.0,600.39
Cyprus,2011,12455.0,1602.3
Cyprus,2011,12457.0,392.7
Cyprus,2011,13809.0,131.45
Czech Republic,2011,12781.0,786.74
Denmark,2009,12435.0,1008.0
Denmark,2009,13902.0,357.66
Denmark,2010,12403.0,555.6600000000001
Denmark,2010,12406.0,2975.06
Denmark,2010,12412.0,1257.73
Denmark,2010,12423.0,243.3
Denmark,2010,12429.0,4729.01
Denmark,2010,12435.0,5088.04
Denmark,2010,12449.0,678.6
Denmark,2010,13902.0,33665.6
Denmark,2010,13919.0,903.87
Denmark,2011,12367.0,150.9
Denmark,2011,12372.0,1196.04
Denmark,2011,12394.0,729.4
Denmark,2011,12403.0,391.7
Denmark,2011,12406.0,3415.3
Denmark,2011,12412.0,1142.88
Denmark,2011,12429.0,1868.92
Denmark,2011,12435.0,7829.89
Denmark,2011,13919.0,348.81
EIRE,2009,14156.0,10845.27
EIRE,2009,14911.0,6225.6900000000005
EIRE,2010,14016.0,7796.44
EIRE,2010,14156.0,176020.18
EIRE,2010,14911.0,142644.91
EIRE,2011,14016.0,3587.47
EIRE,2011,14156.0,116370.97
EIRE,2011,14911.0,130468.33
European Community,2011,15108.0,1159.25
Finland,2009,12664.0,469.08000000000004
Finland,2010,12348.0,873.9599999999999
Finland,2010,12582.0,1469.04
Finland,2010,12588.0,543.88
Finland,2010,12631.0,2802.07
Finland,2010,12664.0,559.08
Finland,2010,12696.0,731.91
Finland,2011,12348.0,784.44
Finland,2011,12375.0,377.5
Finland,2011,12405.0,1301.74
Finland,2011,12428.0,6371.21
Finland,2011,12582.0,351.36
Finland,2011,12587.0,104.0
Finland,2011,12588.0,174.89999999999998
Finland,2011,12630.0,980.48
Finland,2011,12631.0,480.5
Finland,2011,12664.0,4391.88
Finland,2011,12667.0,442.43
Finland,2011,12704.0,1740.84
France,2009,12437.0,524.28
France,2009,12490.0,531.94
France,2009,12523.0,74.56
France,2009,12577.0,210.55
France,2009,12583.0,745.4399999999999
France,2009,12681.0,942.54
France,2009,12682.0,964.95
France,2009,12683.0,1107.36
France,2009,12714.0,556.65
France,2009,14277.0,162.32
France,2010,12437.0,6310.71
France,2010,12441.0,264.6
France,2010,12490.0,3372.77
France,2010,12494.0,563.32
France,2010,12523.0,2255.82
France,2010,12525.0,883.73
France,2010,12529.0,316.48
France,2010,12553.0,826.47
France,2010,12562.0,1041.18
France,2010,12567.0,5584.96
France,2010,12573.0,530.02
France,2010,12575.0,568.8199999999999
France,2010,12577.0,981.29
France,2010,12583.0,6646.48
France,2010,12589.0,2665.03
France,2010,12598.0,1385.01
France,2010,12599.0,1138.14
France,2010,12615.0,3269.79
France,2010,12616.0,381.8
France,2010,12637.0,2318.41
France,2010,12643.0,4388.78
France,2010,12651.0,263.75
France,2010,12655.0,243.35000000000002
France,2010,12656.0,2085.16
France,2010,12670.0,692.24
France,2010,12672.0,181.15
France,2010,12677.0,359.1
France,2010,12678.0,16577.0
France,2010,12681.0,16429.31
France,2010,12682.0,10650.03
France,2010,12683.0,3635.93
France,2010,12686.0,142.28
France,2010,12691.0,278.6
France,2010,12692.0,110.95
France,2010,12694.0,901.68
France,2010,12695.0,772.6700000000001
France,2010,12714.0,7944.7
France,2010,12721.0,1498.05
France,2010,12724.0,1160.11
France,2010,12726.0,1431.78
France,2010,12727.0,1441.5800000000002
France,2010,12728.0,197.84
France,2010,12731.0,7807.7
France,2010,12734.0,371.15
France,2010,12737.0,100.0
France,2010,14277.0,12380.44
France,2011,12413.0,686.1
France,2011,12437.0,4447.41
France,2011,12488.0,1244.66
France,2011,12489.0,298.93
France,2011,12490.0,4859.93
France,2011,12491.0,424.40000000000003
France,2011,12493.0,415.74
France,2011,12494.0,1039.55
France,2011,12506.0,73.5
France,2011,12508.0,398.27
France,2011,12509.0,109.0
France,2011,12513.0,558.29
France,2011,12523.0,1699.77
France,2011,12532.0,313.83000000000004
France,2011,12535.0,716.35
France,2011,12536.0,4279.71
France,2011,12553.0,3278.28
France,2011,12562.0,3385.7400000000002
France,2011,12564.0,402.9
France,2011,12567.0,6882.9
France,2011,12571.0,519.61
France,2011,12573.0,133.99
France,2011,12574.0,182.45000000000002
France,2011,12577.0,457.96
France,2011,12579.0,386.42
France,2011,12583.0,5903.5199999999995
France,2011,12589.0,574.68
France,2011,12593.0,382.09999999999997
France,2011,12598.0,2807.08
France,2011,12599.0,888.58
France,2011,12602.0,153.12
France,2011,12604.0,236.18
France,2011,12615.0,2093.19
France,2011,12616.0,641.3
France,2011,12617.0,355.53
France,2011,12620.0,1303.41
France,2011,12624.0,569.13
France,2011,12637.0,5823.9
France,2011,12640.0,994.58
France,2011,12643.0,2576.64
France,2011,12650.0,242.44000000000003
France,2011,12651.0,114.0
France,2011,12652.0,793.98
France,2011,12656.0,3619.17
France,2011,12657.0,1427.18
France,2011,12659.0,73.68
France,2011,12660.0,227.1
France,2011,12669.0,1427.73
France,2011,12670.0,2744.05
France,2011,12672.0,225.89999999999998
France,2011,12674.0,1844.6
France,2011,12678.0,16278.18
France,2011,12679.0,934.77
France,2011,12680.0,790.81
France,2011,12681.0,10389.93
France,2011,12682.0,10078.93
France,2011,12683.0,6657.49
France,2011,12684.0,2073.63
France,2011,12685.0,2575.08
France,2011,12689.0,1139.61
France,2011,12690.0,335.01
France,2011,12691.0,765.8
France,2011,12694.0,761.67
France,2011,12695.0,582.1
France,2011,12700.0,4525.99
France,2011,12707.0,603.42
France,2011,12714.0,4275.36
France,2011,12716.0,963.49
France,2011,12718.0,202.25
France,2011,12719.0,572.95
France,2011,12721.0,2117.53
France,2011,12722.0,898.03
France,2011,12723.0,707.07
France,2011,12724.0,923.41
France,2011,12726.0,2258.82
France,2011,12727.0,3420.9
France,2011,12728.0,728.33
France,2011,12729.0,417.01
France,2011,12731.0,17824.01
France,2011,12732.0,218.26000000000002
France,2011,12735.0,670.0699999999999
France,2011,12736.0,144.0
France,2011,12740.0,427.6
France,2011,14277.0,4156.6
Germany,2009,12471.0,2939.22
Germany,2009,12472.0,1196.43
Germany,2009,12533.0,804.22
Germany,2009,12600.0,379.89000000000004
Germany,2009,12609.0,294.6
Germany,2009,12613.0,1224.81
Germany,2009,12708.0,187.47
Germany,2009,12709.0,1406.56
Germany,2009,12712.0,297.8
Germany,2009,13813.0,247.15
Germany,2010,12426.0,690.48
Germany,2010,12427.0,499.0
Germany,2010,12468.0,2581.2
Germany,2010,12471.0,18080.59
Germany,2010,12472.0,10717.5
Germany,2010,12474.0,4558.16
Germany,2010,12475.0,376.76
Germany,2010,12476.0,6360.59
Germany,2010,12477.0,7038.93
Germany,2010,12480.0,1949.22
Germany,2010,12481.0,6836.41
Germany,2010,12492.0,380.0
Germany,2010,12497.0,5043.400000000001
Germany,2010,12499.0,357.72
Germany,2010,12500.0,1499.39
Germany,2010,12504.0,261.0
Germany,2010,12516.0,1102.56
Germany,2010,12519.0,349.7
Germany,2010,12524.0,5848.39
Germany,2010,12527.0,386.8
Germany,2010,12530.0,1861.48
Germany,2010,12531.0,1626.48
Germany,2010,12533.0,401.96999999999997
Germany,2010,12568.0,52.0
Germany,2010,12580.0,583.1999999999999
Germany,2010,12585.0,1154.85
Germany,2010,12592.0,1322.04
Germany,2010,12595.0,281.02
Germany,2010,12600.0,1992.22
Germany,2010,12601.0,86.2
Germany,2010,12605.0,1124.95
Germany,2010,12609.0,1762.41
Germany,2010,12613.0,1942.03
Germany,2010,12619.0,140.14
Germany,2010,12621.0,11330.54
Germany,2010,12623.0,3046.7400000000002
Germany,2010,12625.0,2265.06
Germany,2010,12632.0,714.88
Germany,2010,12633.0,3209.83
Germany,2010,12635.0,1115.23
Germany,2010,12644.0,1389.88
Germany,2010,12645.0,1584.1200000000001
Germany,2010,12647.0,12765.13
Germany,2010,12648.0,706.25
Germany,2010,12649.0,1527.1399999999999
Germany,2010,12652.0,97.05000000000001
Germany,2010,12662.0,3073.72
Germany,2010,12663.0,185.4
Germany,2010,12665.0,214.6
Germany,2010,12668.0,7099.15
Germany,2010,12671.0,2622.48
Germany,2010,12673.0,565.5
Germany,2010,12693.0,703.11
Germany,2010,12698.0,285.75
Germany,2010,12699.0,566.11
Germany,2010,12701.0,1490.0
Germany,2010,12703.0,616.63
Germany,2010,12705.0,5427.81
Germany,2010,12708.0,2286.16
Germany,2010,12709.0,20027.77
Germany,2010,12711.0,1193.55
Germany,2010,12712.0,2592.36
Germany,2010,12720.0,2722.07
Germany,2010,12730.0,703.25
Germany,2010,12738.0,274.7
Germany,2010,13813.0,971.46
Germany,2010,13814.0,678.2
Germany,2010,13815.0,3031.38
Germany,2010,13817.0,110.7
Germany,2011,12426.0,510.73
Germany,2011,12427.0,450.3
Germany,2011,12468.0,657.54
Germany,2011,12471.0,14125.69
Germany,2011,12472.0,4544.81
Germany,2011,12473.0,2596.23
Germany,2011,12474.0,6745.79
Germany,2011,12475.0,669.38
Germany,2011,12476.0,5850.57
Germany,2011,12477.0,13219.74
Germany,2011,12479.0,473.2
Germany,2011,12480.0,2871.71
Germany,2011,12481.0,4354.98
Germany,2011,12492.0,227.21
Germany,2011,12497.0,953.1
Germany,2011,12498.0,349.70000000000005
Germany,2011,12500.0,4056.82
Germany,2011,12501.0,2025.39
Germany,2011,12504.0,428.04999999999995
Germany,2011,12516.0,1186.06
Germany,2011,12517.0,2311.94
Germany,2011,12518.0,1840.89
Germany,2011,12519.0,286.84
Germany,2011,12520.0,2346.2599999999998
Germany,2011,12521.0,545.68
Germany,2011,12522.0,156.72
Germany,2011,12524.0,3945.72
Germany,2011,12526.0,1172.66
Germany,2011,12527.0,330.71000000000004
Germany,2011,12528.0,1568.68
Germany,2011,12530.0,1480.78
Germany,2011,12531.0,125.22
Germany,2011,12534.0,981.18
Germany,2011,12559.0,525.71
Germany,2011,12560.0,1918.01
Germany,2011,12561.0,238.85
Germany,2011,12566.0,297.65
Germany,2011,12569.0,3099.14
Germany,2011,12572.0,912.42
Germany,2011,12580.0,379.7
Germany,2011,12581.0,179.71
Germany,2011,12585.0,669.25
Germany,2011,12590.0,9341.26
Germany,2011,12592.0,401.6
Germany,2011,12600.0,2072.2400000000002
Germany,2011,12601.0,487.06
Germany,2011,12603.0,613.1999999999999
Germany,2011,12609.0,964.85
Germany,2011,12612.0,668.0400000000001
Germany,2011,12613.0,3076.03
Germany,2011,12614.0,315.6
Germany,2011,12619.0,2945.56
Germany,2011,12621.0,11172.02
Germany,2011,12622.0,162.1
Germany,2011,12623.0,269.1
Germany,2011,12625.0,2413.82
Germany,2011,12626.0,5954.48
Germany,2011,12627.0,4082.53
Germany,2011,12628.0,716.11
Germany,2011,12633.0,1929.98
Germany,2011,12635.0,1509.18
Germany,2011,12642.0,905.26
Germany,2011,12644.0,477.91
Germany,2011,12645.0,1631.18
Germany,2011,12647.0,2151.22
Germany,2011,12648.0,283.7
Germany,2011,12649.0,569.51
Germany,2011,12654.0,529.98
Germany,2011,12658.0,632.05
Germany,2011,12662.0,3300.3
Germany,2011,12665.0,45.0
Germany,2011,12668.0,2761.43
Germany,2011,12673.0,569.07
Germany,2011,12693.0,711.91
Germany,2011,12701.0,725.71
Germany,2011,12702.0,201.0
Germany,2011,12703.0,265.55
Germany,2011,12705.0,5686.29
Germany,2011,12708.0,2264.47
Germany,2011,12709.0,7957.43
Germany,2011,12710.0,1006.67
Germany,2011,12712.0,3511.5
Germany,2011,12713.0,794.55
Germany,2011,12720.0,4584.6
Germany,2011,13810.0,827.51
Germany,2011,13811.0,519.75
Germany,2011,13812.0,485.0
Germany,2011,13813.0,1168.8600000000001
Germany,2011,13814.0,1579.12
Germany,2011,13815.0,3647.86
Germany,2011,13816.0,499.67
Germany,2011,13817.0,218.28
Germany,2011,14335.0,468.26
Greece,2009,17508.0,610.95
Greece,2010,12511.0,3084.02
Greece,2010,12717.0,211.58
Greece,2010,14439.0,6781.8
Greece,2010,17508.0,3172.97
Greece,2011,12478.0,545.99
Greece,2011,12717.0,830.98
Greece,2011,14439.0,2661.24
Greece,2011,17508.0,387.31
Iceland,2010,12347.0,2035.1100000000001
Iceland,2011,12347.0,3562.51
Israel,2010,12653.0,1950.98
Israel,2010,12666.0,1248.42
Israel,2011,12512.0,132.13
Israel,2011,12653.0,2209.85
Israel,2011,12688.0,4873.8099999999995
Italy,2009,12586.0,422.35
Italy,2010,12349.0,2221.14
Italy,2010,12505.0,787.2
Italy,2010,12514.0,580.08
Italy,2010,12515.0,278.7
Italy,2010,12563.0,221.24
Italy,2010,12578.0,1623.94
Italy,2010,12586.0,1265.18
Italy,2010,12591.0,759.3
Italy,2010,12594.0,1681.89
Italy,2010,12675.0,865.65
Italy,2010,12725.0,2278.56
Italy,2010,14912.0,981.7299999999999
Italy,2011,12349.0,1457.55
Italy,2011,12514.0,1017.68
Italy,2011,12552.0,317.82
Italy,2011,12578.0,2402.51
Italy,2011,12584.0,2165.65
Italy,2011,12586.0,179.24
Italy,2011,12591.0,368.85
Italy,2011,12594.0,3208.2200000000003
Italy,2011,12610.0,1694.44
Italy,2011,12611.0,1176.97
Italy,2011,12618.0,137.31
Italy,2011,14912.0,867.85
Japan,2010,12753.0,3590.59
Japan,2010,12755.0,9013.109999999999
Japan,2010,12763.0,640.16
Japan,2010,12770.0,1895.0
Japan,2010,12798.0,1533.8899999999999
Japan,2010,12799.0,219.35
Japan,2010,12810.0,534.99
Japan,2011,12753.0,17492.899999999998
Japan,2011,12754.0,3010.74
Japan,2011,12755.0,17.549999999999997
Japan,2011,12756.0,112.07999999999998
Japan,2011,12763.0,174.0
Japan,2011,12770.0,1351.45
Japan,2011,12798.0,6977.04
Japan,2011,12812.0,229.64000000000001
Korea,2010,12767.0,917.12
Korea,2010,12768.0,150.99
Lebanon,2011,12764.0,1693.88
Lithuania,2010,15332.0,6495.24
Malta,2010,15480.0,2686.75
Malta,2011,15480.0,905.5
Malta,2011,17828.0,1147.39
Netherlands,2009,12759.0,418.86
Netherlands,2009,14646.0,13367.47
Netherlands,2010,12759.0,2648.19
Netherlands,2010,12760.0,317.8
Netherlands,2010,12761.0,712.95
Netherlands,2010,12765.0,1299.58
Netherlands,2010,12774.0,66.0
Netherlands,2010,12775.0,234.68
Netherlands,2010,12778.0,848.45
Netherlands,2010,12780.0,322.4
Netherlands,2010,12786.0,622.0
Netherlands,2010,12787.0,380.52
Netherlands,2010,12788.0,384.9
Netherlands,2010,12789.0,148.5
Netherlands,2010,12790.0,251.92999999999998
Netherlands,2010,12791.0,834.4300000000001
Netherlands,2010,12796.0,351.0
Netherlands,2010,12802.0,1788.84
Netherlands,2010,12803.0,1017.81
Netherlands,2010,12804.0,327.02
Netherlands,2010,12805.0,1230.95
Netherlands,2010,12806.0,2543.66
Netherlands,2010,12813.0,1504.8
Netherlands,2010,14646.0,233304.91
Netherlands,2011,12759.0,1340.64
Netherlands,2011,12775.0,1245.6399999999999
Netherlands,2011,12778.0,693.23
Netherlands,2011,12787.0,418.66
Netherlands,2011,12789.0,76.85
Netherlands,2011,12790.0,294.92
Netherlands,2011,12802.0,361.88
Netherlands,2011,14646.0,269500.34
Nigeria,2010,15702.0,106.62
Norway,2009,12443.0,365.31
Norway,2010,12352.0,343.8
Norway,2010,12433.0,10992.51
Norway,2010,15481.0,1993.34
Norway,2011,12350.0,294.4
Norway,2011,12352.0,1385.74
Norway,2011,12381.0,1474.81
Norway,2011,12430.0,216.4
Norway,2011,12432.0,4342.97
Norway,2011,12433.0,9588.75
Norway,2011,12436.0,379.96000000000004
Norway,2011,12438.0,2466.85
Norway,2011,12444.0,4085.46
Norway,2011,12752.0,4366.78
Poland,2009,12779.0,371.82
Poland,2010,12576.0,746.89
Poland,2010,12779.0,2617.25
Poland,2011,12576.0,1315.83
Poland,2011,12750.0,275.88
Poland,2011,12779.0,3733.2
Poland,2011,12814.0,85.92
Poland,2011,12815.0,863.46
Poland,2011,12816.0,452.20000000000005
Portugal,2009,12758.0,2415.68
Portugal,2009,12785.0,310.9
Portugal,2010,12356.0,2893.75
Portugal,2010,12425.0,964.21
Portugal,2010,12758.0,4656.97
Portugal,2010,12766.0,3604.2400000000002
Portugal,2010,12771.0,226.3
Portugal,2010,12773.0,124.25
Portugal,2010,12776.0,27.5
Portugal,2010,12782.0,2231.57
Portugal,2010,12784.0,1034.33
Portugal,2010,12785.0,593.5
Portugal,2010,12792.0,370.47
Portugal,2010,12793.0,491.65
Portugal,2010,12797.0,674.61
Portugal,2010,12800.0,482.55
Portugal,2010,12808.0,495.85
Portugal,2010,12809.0,979.03
Portugal,2010,12811.0,435.05
Portugal,2011,12356.0,2487.43
Portugal,2011,12425.0,777.2
Portugal,2011,12757.0,4199.2
Portugal,2011,12758.0,2791.59
Portugal,2011,12762.0,1702.52
Portugal,2011,12766.0,5476.34
Portugal,2011,12772.0,752.47
Portugal,2011,12782.0,1470.47
Portugal,2011,12783.0,1295.87
Portugal,2011,12784.0,518.42
Portugal,2011,12792.0,344.53999999999996
Portugal,2011,12793.0,357.68
Portugal,2011,12794.0,842.5600000000001
Portugal,2011,12795.0,318.48
Portugal,2011,12808.0,354.25
Portugal,2011,12809.0,405.31
Portugal,2011,12811.0,458.85
RSA,2010,12396.0,915.08
RSA,2011,12446.0,985.96
Saudi Arabia,2011,12565.0,145.92
Singapore,2010,12744.0,3688.57
Singapore,2011,12744.0,8946.69
Spain,2009,12510.0,323.88
Spain,2009,12539.0,5149.06
Spain,2009,12540.0,328.6
Spain,2009,12557.0,1952.64
Spain,2010,12413.0,185.35
Spain,2010,12417.0,174.06
Spain,2010,12419.0,391.01
Spain,2010,12421.0,235.56
Spain,2010,12445.0,283.88
Spain,2010,12450.0,490.32
Spain,2010,12454.0,12931.44
Spain,2010,12459.0,398.36
Spain,2010,12484.0,1522.08
Spain,2010,12496.0,54.09
Spain,2010,12503.0,896.0
Spain,2010,12507.0,455.25
Spain,2010,12510.0,1896.26
Spain,2010,12538.0,276.5
Spain,2010,12539.0,469.34000000000003
Spain,2010,12540.0,7941.06
Spain,2010,12542.0,474.08
Spain,2010,12543.0,840.25
Spain,2010,12547.0,147.78
Spain,2010,12551.0,168.0
Spain,2010,12554.0,384.5
Spain,2010,12557.0,5392.54
Spain,2010,17097.0,551.9
Spain,2011,12354.0,1079.4
Spain,2011,12417.0,352.3
Spain,2011,12421.0,549.79
Spain,2011,12442.0,144.06
Spain,2011,12445.0,77.4
Spain,2011,12448.0,365.45
Spain,2011,12450.0,197.88
Spain,2011,12454.0,3528.34
Spain,2011,12455.0,655.96
Spain,2011,12462.0,919.89
Spain,2011,12484.0,3769.37
Spain,2011,12502.0,2972.47
Spain,2011,12507.0,1052.81
Spain,2011,12510.0,814.5699999999999
Spain,2011,12538.0,363.95
Spain,2011,12539.0,5568.35
Spain,2011,12540.0,10768.43
Spain,2011,12541.0,841.18
Spain,2011,12544.0,316.7
Spain,2011,12545.0,832.39
Spain,2011,12546.0,1021.5
Spain,2011,12547.0,151.79999999999998
Spain,2011,12548.0,67.19999999999999
Spain,2011,12550.0,806.98
Spain,2011,12556.0,574.21
Spain,2011,12557.0,11370.960000000001
Spain,2011,12596.0,450.27
Spain,2011,12597.0,3177.52
Spain,2011,17097.0,770.85
Sweden,2009,12487.0,285.29999999999995
Sweden,2010,12482.0,21941.72
Sweden,2010,12483.0,2181.6
Sweden,2010,12485.0,708.1
Sweden,2010,12486.0,881.4300000000001
Sweden,2010,12495.0,277.4
Sweden,2010,12537.0,595.24
Sweden,2010,12629.0,1198.22
Sweden,2010,12638.0,169.8
Sweden,2010,12639.0,706.27
Sweden,2010,12661.0,162.0
Sweden,2010,12676.0,1225.35
Sweden,2010,12687.0,1858.91
Sweden,2010,12801.0,871.82
Sweden,2010,12807.0,250.35
Sweden,2010,17404.0,19690.6
Sweden,2011,12483.0,1910.98
Sweden,2011,12638.0,511.69
Sweden,2011,12639.0,366.1
Sweden,2011,12641.0,145.9
Sweden,2011,12676.0,957.14
Sweden,2011,12697.0,757.59
Sweden,2011,12715.0,273.86
Sweden,2011,17404.0,27947.52
Switzerland,2009,13520.0,469.4
Switzerland,2010,12357.0,11229.99
Switzerland,2010,12371.0,1819.42
Switzerland,2010,12376.0,383.15
Switzerland,2010,12377.0,2719.72
Switzerland,2010,12378.0,1407.7
Switzerland,2010,12409.0,12240.42
Switzerland,2010,12410.0,240.38
Switzerland,2010,12418.0,1334.92
Switzerland,2010,12422.0,1575.99
Switzerland,2010,12451.0,3634.36
Switzerland,2010,12457.0,512.68
Switzerland,2010,12458.0,715.09
Switzerland,2010,13501.0,1456.29
Switzerland,2010,13520.0,2439.05
Switzerland,2011,12357.0,6207.67
Switzerland,2011,12371.0,1527.96
Switzerland,2011,12377.0,546.6
Switzerland,2011,12378.0,3974.42
Switzerland,2011,12384.0,425.27000000000004
Switzerland,2011,12398.0,1435.66
Switzerland,2011,12409.0,10991.07
Switzerland,2011,12410.0,533.33
Switzerland,2011,12418.0,668.58
Switzerland,2011,12422.0,297.36
Switzerland,2011,12451.0,8991.2
Switzerland,2011,12452.0,348.57
Switzerland,2011,12456.0,2581.04
Switzerland,2011,12457.0,1650.53
Switzerland,2011,12458.0,767.9
Switzerland,2011,12461.0,626.88
Switzerland,2011,13492.0,1269.84
Switzerland,2011,13493.0,498.63
Switzerland,2011,13501.0,1248.52
Switzerland,2011,13505.0,3617.28
Switzerland,2011,13520.0,2760.95
Thailand,2010,12469.0,3052.69
USA,2010,12467.0,132.8
USA,2010,12549.0,1570.68
USA,2010,12634.0,360.0
USA,2010,12733.0,2007.37
USA,2010,12741.0,236.07
USA,2011,12558.0,269.96
USA,2011,12607.0,1563.16
USA,2011,12646.0,1346.97
USA,2011,12733.0,362.15
United Arab Emirates,2009,12979.0,517.7
United Arab Emirates,2010,12739.0,1445.69
United Arab Emirates,2010,12742.0,1201.52
United Arab Emirates,2010,17829.0,3763.1
United Arab Emirates,2011,12739.0,975.54
United Arab Emirates,2011,17829.0,823.84
United Kingdom,2009,12747.0,1014.3
United Kingdom,2009,12748.0,1851.51
United Kingdom,2009,12820.0,148.3
United Kingdom,2009,12826.0,458.20000000000005
United Kingdom,2009,12835.0,1046.26
United Kingdom,2009,12836.0,423.87
United Kingdom,2009,12839.0,969.78
United Kingdom,2009,12842.0,397.20000000000005
United Kingdom,2009,12843.0,76.84
United Kingdom,2009,12854.0,497.44
United Kingdom,2009,12867.0,295.64
United Kingdom,2009,12872.0,342.32
United Kingdom,2009,12913.0,741.96
United Kingdom,2009,12917.0,1552.9
United Kingdom,2009,12920.0,138.9
United Kingdom,2009,12921.0,2420.4500000000003
United Kingdom,2009,12924.0,280.35
United Kingdom,2009,12926.0,375.11
United Kingdom,2009,12931.0,1268.75
United Kingdom,2009,12933.0,155.79
United Kingdom,2009,12934.0,181.65
United Kingdom,2009,12937.0,232.97
